"","site.year","MxDAT","MnDAT","MxDMT","MnDMT","MnDNT","NDNT","MxWMT","MxWAT","CDD","WAT5","WAT25","WAT50","WAT75","WAT95","MA7d_DMT","MA7d_DAT","DELTA_MAX","SIGMA_MN","SIGMA_MIN","SIGMA_MAX","CV_MN","CV_MIN","CV_MAX","RNG","SUM_13","SUM_18","SUM_20","SUM7d_13","SUM7d_18","SUM_event13","SUM_event18","SUM_MA7d_13","SUM_MA7d_18","SUM_MA7d_20","DUR_mx13","DUR_mn13","DUR_mx18","DUR_mn18","DUR_mx20","DUR_mn20","MxDMT_jd","MA7d_DMT_jd","WDMT_jd","D_RNG","site","year"
"36","Deshka_2014",17.74283333,15.7403671866667,9.34442622834836,7.13130564213164,1.86420469248888,1.09394854482663,7.57366572734545,16.76052976,755.53762496,13.7193898796429,15.4574226182143,16.173315475,16.4393199403571,16.6839523796429,7.98024470031804,17.3436547628571,7.27773018405084,2.53663957556545,0.157640771954999,0.971896908596001,0.101184624114932,0.212980910647834,0.1382423315921,8.25047768352173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.26710094964276,"Deshka","2014"
"37","EF Chulitna_2008",8.343583333,7.21789880948214,8.83059590944005,7.11771780459223,2.0343091549891,0.733353564500503,7.65452195813719,7.74469940471428,404.202333331,6.73068028272143,6.96212686003571,7.15243601185714,7.54887797610714,7.71957596726429,7.80443003430587,7.822485119,7.43324196743991,0.358697224795452,0.32098772454635,0.936149512879561,0.082976138324194,0.278501320371354,0.135935172373068,8.09724234493954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.08340864960313,"EF Chulitna","2008"
"38","EF Chulitna_2009",12.245,9.26129334082143,9.09620023554288,6.95735560064314,2.05640997459683,0.88127368059764,7.93146026618438,11.0894583314286,518.632427086,6.94614047607143,7.86253422592857,9.53832142914286,10.3437224714286,10.9189105644571,8.10017050209504,11.7508630942857,7.21491463657789,3.31640028667222,0.264480806015895,1.3144658281108,0.196635456975212,0.250084847078857,0.164789846352326,8.21492655494524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.90094562604631,"EF Chulitna","2009"
"39","EF Chulitna_2010",10.68416667,8.48190922633929,8.58685976097691,6.78256428362764,1.94870895273403,0.668627273851585,7.10375641060155,9.69267113157143,474.986916675,7.74502425597143,8.00546428564286,8.45713392857143,8.64613839292857,9.41362961354286,7.33781731507583,9.69267113157143,6.77124737840127,0.835077427979565,0.308805362424862,0.733975364890531,0.107738209106324,0.285164484786066,0.126312643184254,7.91823248712532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.83385533089361,"EF Chulitna","2010"
"40","EF Chulitna_2011",10.57,8.1177358490566,8.98663776582478,6.89705457547267,2.0467943731561,0.691910802614378,7.64515153129853,9.57714285714286,430.24,6.85571428571428,7.43214285714286,7.57714285714286,9.39428571428572,9.55014285714286,7.69331319287151,9.57714285714286,7.29208597551782,1.56785246734398,0.213355958798682,0.920727234848964,0.154247339384272,0.225672257821771,0.139123928431563,8.2947269632104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.85026020231657,"EF Chulitna","2011"
"41","EF Chulitna_2012",10.43,8.12625,8.97628793924985,7.12493655469082,1.97880993968773,0.849957705167172,7.70987453447089,9.58428571428571,455.07,7.09185714285714,7.69214285714286,8.50285714285714,8.78428571428572,9.37728571428571,7.89948959405082,9.86285714285714,7.14635095704968,1.43185659090909,0.237471341095551,0.776017604067113,0.147251450812665,0.246264334519523,0.123638801131366,8.12633023408268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.14612661500309,"EF Chulitna","2012"
"42","Fish_2008",16.92,14.5471875,8.94067151189577,7.10716798427997,1.95944265887145,0.943622382570973,7.44367059430265,14.83,465.51,13.8723571428571,14.2760714285714,14.5778571428571,14.7410714285714,14.8122142857143,7.50720428504627,15.2771428571429,7.64447818522139,0.875304737903226,0.284856801763039,1.10226684553987,0.0643132716736115,0.272383463683967,0.147722548632353,7.9970491293248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.14772532540852,"Fish","2008"
"43","Fish_2009",15.72447917,14.3296780916129,9.18853151354752,7.01158753092829,2.04399842815402,0.84510441008716,7.34629827124071,15.2627797628571,444.22002084,13.4009858624286,13.9424412207143,14.4223467271429,14.8231793164286,15.1748596735714,7.46583589130821,15.3692142857143,7.14223605214678,0.814387733231874,0.239107167824507,0.768173921934631,0.062976595257932,0.239230055038911,0.125000980548084,8.34342710346036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.96758910277426,"Fish","2009"
"44","Fish_2010",15.82,14.5253571428571,9.86214274756396,7.18588888071375,1.80201404356175,0.962201959500445,6.86868623167534,14.82,406.71,14.4361428571429,14.5178571428571,14.62,14.72,14.8,7.73213365770512,15.1885714285714,8.89994078806351,0.783877645502646,0.214219561290266,1.65871611541567,0.0609533136282999,0.256845163123305,0.179227866423852,8.89994078806351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.383874837152,"Fish","2010"
"45","Fish_2011",15.5806875,13.9354297706452,9.4173392818266,6.9875480031197,2.01803238103468,1.08408418905279,7.51066636640885,14.3620148785714,431.99832289,13.63869940475,14.00940178375,14.164519839881,14.2143876482143,14.3324894325,7.74112891359774,14.8458095228571,7.40631975749102,0.78402100707798,0.26113499273383,1.24778361508436,0.0635394546044774,0.253223732254959,0.159861850110948,8.33325509277381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.96951562208502,"Fish","2011"
"46","Fish_2012",17.45103125,14.8694733071875,9.64712003801142,7.14188333238303,2.0061900010832,0.868856689082192,7.37602882345467,16.1693928585714,475.82314583,13.1771826263452,13.7164339650595,14.8968683028571,15.9318091517857,16.1218761172143,7.7703160670798,16.7664315485714,7.33769153907122,2.04072429204505,0.250296884324967,1.05843104904343,0.0960719446227991,0.24937657747613,0.144051748554192,8.77826334892922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.13569333129983,"Fish","2012"
"47","Fish_2013",19.02,15.5103225806452,9.1669253902978,7.09060511815158,1.96449252964121,1.04991618490186,7.44140665274713,16.2657142857143,480.82,14.0816428571429,14.4596428571429,15.2857142857143,16.0321428571429,16.219,7.75228434851906,17.5714285714286,7.72222462993452,2.29673655913978,0.242628757257997,1.22535809414764,0.0977090434074436,0.250738345143549,0.156116286443711,8.11700920539593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.12611258851037,"Fish","2013"
"48","Fish_2014",18.70969792,15.6733602158065,9.23623233054553,6.89521697842512,1.90167038003672,1.19161844728893,7.72097004213505,16.6211041671429,485.87416669,14.3331422627143,15.4013601192857,15.86212128,16.0636197921429,16.5096072921429,8.01133288229819,17.5018645842857,7.37051551725648,2.3466718855902,0.165661821312449,1.71616363376431,0.0977381400510405,0.214030651666071,0.189990292048847,8.0446138832566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.9935465983884,"Fish","2014"
"49","Fish_2015",19.56675,15.2080981185161,9.71433114529866,7.39621615761839,2.07929257799585,1.23368314748014,7.91835161239574,18.8601428571429,471.451041674,12.9697738841429,13.9665479921429,15.215351935,16.7516607139286,18.4384464285,8.09261996820331,18.9232648814286,7.91185124347868,8.28673563270574,0.173672069608499,1.2087960413108,0.189285277535419,0.200423843596458,0.148650686570283,8.48064799781852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.31692357962253,"Fish","2015"
